Associated Gene Name	Ensembl Gene ID
Gm11907	ENSMUSG00000082703
Gm2231	ENSMUSG00000087007
Gm11908	ENSMUSG00000082359
Rpl21-ps14	ENSMUSG00000062152
Olfr1253	ENSMUSG00000075075
Gm20694	ENSMUSG00000093446
Gm15176	ENSMUSG00000081415
1700101I11Rik	ENSMUSG00000097675
Gm17797	ENSMUSG00000098130
Gm15175	ENSMUSG00000083636
Gm16214	ENSMUSG00000086360
Gm2913	ENSMUSG00000101294
Htr7	ENSMUSG00000024798
Gpr101	ENSMUSG00000036357
Gm12475	ENSMUSG00000083338
Gabarapl1	ENSMUSG00000030161
Gm12240	ENSMUSG00000084169
Sorl1	ENSMUSG00000049313
Prickle2	ENSMUSG00000030020
Smc2os	ENSMUSG00000085763
F730043M19Rik	ENSMUSG00000052125
Gm15273	ENSMUSG00000086668
Gm2888	ENSMUSG00000090487
Gm2101	ENSMUSG00000093817
Olfr1393	ENSMUSG00000059864
Olfr1254	ENSMUSG00000075074
2210011C24Rik	ENSMUSG00000074217
Cct8l1	ENSMUSG00000038044
Nipal4	ENSMUSG00000020411
Bmp7	ENSMUSG00000008999
Mpnd	ENSMUSG00000003199
Dnaaf5	ENSMUSG00000025857
Gm15281	ENSMUSG00000086525
Phtf2	ENSMUSG00000039987
Olfr1392	ENSMUSG00000101750
Rab28	ENSMUSG00000029128
Olfr10	ENSMUSG00000100923
Nebl	ENSMUSG00000053702
4931423N10Rik	ENSMUSG00000026774
Insm1	ENSMUSG00000068154
1110012L19Rik	ENSMUSG00000045237
Gm14829	ENSMUSG00000083936
Dnal4	ENSMUSG00000022420
Gm14832	ENSMUSG00000082907
Trim33	ENSMUSG00000033014
Pus7	ENSMUSG00000057541
Gm14828	ENSMUSG00000080813
Gm4952	ENSMUSG00000071633
Gm16267	ENSMUSG00000084979
Gm15173	ENSMUSG00000081222
Ifi202b	ENSMUSG00000026535
Fam129b	ENSMUSG00000026796
Eda	ENSMUSG00000059327
Olfr1391	ENSMUSG00000101874
Coro7	ENSMUSG00000039637
Olfr1390	ENSMUSG00000045421
Gm13422	ENSMUSG00000084098
Amy2a4	ENSMUSG00000096770
4930567H17Rik	ENSMUSG00000073141
Gm27196	ENSMUSG00000098977
Gm12189	ENSMUSG00000084278
Qsox2	ENSMUSG00000036327
Gm26568	ENSMUSG00000097315
Gm16407	ENSMUSG00000081199
5430416N02Rik	ENSMUSG00000097772
Ms4a4b	ENSMUSG00000056290
5730559C18Rik	ENSMUSG00000041605
Dact1	ENSMUSG00000044548
Gm18445	ENSMUSG00000103588
Cpsf4	ENSMUSG00000029625
Rpl31-ps5	ENSMUSG00000082716
Gm14374	ENSMUSG00000095814
Gm15279	ENSMUSG00000085756
Ifi205	ENSMUSG00000054203
Gpatch4	ENSMUSG00000028069
Mtmr14	ENSMUSG00000030269
Gm8644	ENSMUSG00000081505
1700096K18Rik	ENSMUSG00000101856
Gm14373	ENSMUSG00000081232
Lrsam1	ENSMUSG00000026792
Gm16017	ENSMUSG00000082400
Gm15171	ENSMUSG00000083117
Gm14452	ENSMUSG00000081486
Tmbim4	ENSMUSG00000020225
Gm15760	ENSMUSG00000080797
Gm7023	ENSMUSG00000087468
Gm8648	ENSMUSG00000083166
Pdzd7	ENSMUSG00000074818
Gm14451	ENSMUSG00000083939
Gm38255	ENSMUSG00000102788
Gm7386	ENSMUSG00000094424
Gm36944	ENSMUSG00000102160
Mrc1	ENSMUSG00000026712
Gm18822	ENSMUSG00000098047
H3f3c	ENSMUSG00000082029
Cdh19	ENSMUSG00000047216
Polg	ENSMUSG00000039176
4930474H06Rik	ENSMUSG00000087109
Gm14383	ENSMUSG00000081416
Gm14448	ENSMUSG00000080186
Amy2a3	ENSMUSG00000093931
4930563I02Rik	ENSMUSG00000086112
Gm14704	ENSMUSG00000082538
Cndp1	ENSMUSG00000056162
Lhx3	ENSMUSG00000026934
Nxph2	ENSMUSG00000069132
Gm17952	ENSMUSG00000103600
Atp8a2	ENSMUSG00000021983
Eya3	ENSMUSG00000028886
Olfr1388	ENSMUSG00000047702
Gm37387	ENSMUSG00000103126
C9	ENSMUSG00000022149
Gm38309	ENSMUSG00000102704
Ckm	ENSMUSG00000030399
Gm6823	ENSMUSG00000084193
Klre1	ENSMUSG00000050241
Olfr1387	ENSMUSG00000063386
Gm6555	ENSMUSG00000103700
Gm13324	ENSMUSG00000085100
Palm3	ENSMUSG00000047986
Gm10058	ENSMUSG00000095293
Irak3	ENSMUSG00000020227
Gm5380	ENSMUSG00000081255
Ryk	ENSMUSG00000032547
Gm16441	ENSMUSG00000086989
Gm7129	ENSMUSG00000080914
Gm14473	ENSMUSG00000081680
Gm9434	ENSMUSG00000080818
Ndufs3	ENSMUSG00000005510
Gm11909	ENSMUSG00000081579
Lyrm2	ENSMUSG00000045854
Gm38356	ENSMUSG00000103318
Gm11370	ENSMUSG00000081905
Iqck	ENSMUSG00000073856
Gm14630	ENSMUSG00000081100
Gm14485	ENSMUSG00000083419
Gm5389	ENSMUSG00000081896
Gm11910	ENSMUSG00000084073
Gm12241	ENSMUSG00000081749
Tmem201	ENSMUSG00000044700
Zbed4	ENSMUSG00000034333
Spo11	ENSMUSG00000005883
Gm11912	ENSMUSG00000083214
Gm16276	ENSMUSG00000084755
Gm14481	ENSMUSG00000080948
Gm34217	ENSMUSG00000103773
Gm9516	ENSMUSG00000081280
3300005D01Rik	ENSMUSG00000096965
A930016O22Rik	ENSMUSG00000040705
Cabp5	ENSMUSG00000005649
Ubap1	ENSMUSG00000028437
Casc1	ENSMUSG00000043541
Ptpmt1	ENSMUSG00000063235
Gm14722	ENSMUSG00000082770
Kcnmb2	ENSMUSG00000037610
Gm14450	ENSMUSG00000081661
Gm43516	ENSMUSG00000105794
Gm2927	ENSMUSG00000095934
Rpl12	ENSMUSG00000038900
Ttll1	ENSMUSG00000022442
Olfr1385	ENSMUSG00000059729
Gm14721	ENSMUSG00000082713
Gm11913	ENSMUSG00000081011
Knop1	ENSMUSG00000030980
Olfr1384	ENSMUSG00000044170
Dlg1	ENSMUSG00000022770
Abhd17c	ENSMUSG00000038459
Gm26618	ENSMUSG00000097342
AU022751	ENSMUSG00000073294
Gm43306	ENSMUSG00000104669
Kazald1	ENSMUSG00000025213
Dnaja3	ENSMUSG00000004069
Gm43401	ENSMUSG00000105391
Gm37834	ENSMUSG00000103539
Kbtbd4	ENSMUSG00000005505
Lingo4	ENSMUSG00000044505
Gm32295	ENSMUSG00000102799
Hgs	ENSMUSG00000025793
H2afy3	ENSMUSG00000101167
Nyx	ENSMUSG00000051228
Pvt1	ENSMUSG00000097039
Dsp	ENSMUSG00000054889
Gm6913	ENSMUSG00000075288
Gm20836	ENSMUSG00000102613
Gm16261	ENSMUSG00000072068
Rpl19-ps12	ENSMUSG00000082109
Gm9013	ENSMUSG00000087286
Rorc	ENSMUSG00000028150
Gm37263	ENSMUSG00000103524
Nudt11	ENSMUSG00000073295
Gm14506	ENSMUSG00000081597
Gm37130	ENSMUSG00000103681
Zfp239	ENSMUSG00000042097
Gm43061	ENSMUSG00000104925
Dip2b	ENSMUSG00000023026
Lor	ENSMUSG00000043165
Gm32496	ENSMUSG00000104102
Trav15-1-dv6-1	ENSMUSG00000094016
Gm904	ENSMUSG00000096641
Olfr1382	ENSMUSG00000063827
Ppia	ENSMUSG00000071866
Trav3-2	ENSMUSG00000104738
Amigo1	ENSMUSG00000050947
Gm10231	ENSMUSG00000068120
Olfr1381	ENSMUSG00000095187
Trav9-2	ENSMUSG00000094966
Gm26595	ENSMUSG00000097186
Gm43141	ENSMUSG00000105744
Gm26622	ENSMUSG00000096962
Gpaa1	ENSMUSG00000022561
Amy2a2	ENSMUSG00000096569
Trav4-3	ENSMUSG00000093966
BE692007	ENSMUSG00000099757
Gm10335	ENSMUSG00000071532
Gm11418	ENSMUSG00000087534
Spin2g	ENSMUSG00000095659
Adgrg6	ENSMUSG00000039116
1700071K01Rik	ENSMUSG00000080980
Ms4a6c	ENSMUSG00000079419
Gm11417	ENSMUSG00000085130
Gm29088	ENSMUSG00000101253
Gm42690	ENSMUSG00000106391
Hey1	ENSMUSG00000040289
Gm19927	ENSMUSG00000101846
4930527B05Rik	ENSMUSG00000086971
Gm10129	ENSMUSG00000103789
Rtf1	ENSMUSG00000027304
Cul4a	ENSMUSG00000031446
Gm29509	ENSMUSG00000099810
Asic2	ENSMUSG00000020704
Gm16161	ENSMUSG00000090194
Gm8173	ENSMUSG00000100555
Gm37770	ENSMUSG00000103643
Gm37934	ENSMUSG00000102728
Gm14629	ENSMUSG00000084103
Gm43972	ENSMUSG00000106144
Gm10062	ENSMUSG00000059244
Dsel	ENSMUSG00000038702
Sec22a	ENSMUSG00000034473
Gm17197	ENSMUSG00000090990
Gm13546	ENSMUSG00000086862
Slc35a1	ENSMUSG00000028293
Kptn	ENSMUSG00000006021
Cytip	ENSMUSG00000026832
Tlr1	ENSMUSG00000044827
C1d	ENSMUSG00000000581
Gm14483	ENSMUSG00000100626
Gm17199	ENSMUSG00000090331
Pafah1b1	ENSMUSG00000020745
Gm26554	ENSMUSG00000097809
Gm21469	ENSMUSG00000102347
Zfp940	ENSMUSG00000050855
Gm8107	ENSMUSG00000080710
Hdc	ENSMUSG00000027360
Nudt10	ENSMUSG00000073293
Slc10a2	ENSMUSG00000023073
Lrmp	ENSMUSG00000030263
Irf4	ENSMUSG00000021356
Cep68	ENSMUSG00000044066
Scgb1b3	ENSMUSG00000095257
Gm7289	ENSMUSG00000092056
Rsrc1	ENSMUSG00000034544
4930488N24Rik	ENSMUSG00000099476
Gm9789	ENSMUSG00000044227
1700095J12Rik	ENSMUSG00000084804
Gm8765	ENSMUSG00000094918
Vasn	ENSMUSG00000039646
Rnf24	ENSMUSG00000048911
D030046N08Rik	ENSMUSG00000089760
Gm11527	ENSMUSG00000085578
St5	ENSMUSG00000031024
Fam69c	ENSMUSG00000047992
5430421N21Rik	ENSMUSG00000067613
4833417C18Rik	ENSMUSG00000086015
Gm11800	ENSMUSG00000083068
Tspan4	ENSMUSG00000025511
Gm11986	ENSMUSG00000087637
Smpx	ENSMUSG00000041476
Gm2117	ENSMUSG00000085534
Loxl4	ENSMUSG00000025185
Gm11987	ENSMUSG00000084318
1700003E16Rik	ENSMUSG00000030030
Zmat3	ENSMUSG00000027663
Gm11988	ENSMUSG00000082459
Gm37983	ENSMUSG00000102225
5530401A14Rik	ENSMUSG00000020703
Gm27255	ENSMUSG00000098801
Gm27230	ENSMUSG00000098959
Snx31	ENSMUSG00000013611
Gm11416	ENSMUSG00000082027
Sephs1	ENSMUSG00000026662
Gm37150	ENSMUSG00000102925
Gm14619	ENSMUSG00000083450
Scgb2b4-ps	ENSMUSG00000101325
Gm17828	ENSMUSG00000098893
Pnkp	ENSMUSG00000002963
Efhd1os	ENSMUSG00000089821
Efhd1	ENSMUSG00000026255
Gm13248	ENSMUSG00000063245
Jade3	ENSMUSG00000037315
Gan	ENSMUSG00000052557
Gm14474	ENSMUSG00000101819
Tek	ENSMUSG00000006386
P3h2	ENSMUSG00000038168
Gm11534	ENSMUSG00000086255
Abcf3	ENSMUSG00000003234
B4galnt2	ENSMUSG00000013418
Gria2	ENSMUSG00000033981
Sh3bp5	ENSMUSG00000021892
Gm15060	ENSMUSG00000081646
Flnb	ENSMUSG00000025278
Psmc2	ENSMUSG00000028932
Gm43848	ENSMUSG00000106317
Gm2288	ENSMUSG00000084363
Abca9	ENSMUSG00000041797
Gm10364	ENSMUSG00000072492
Trav5-2	ENSMUSG00000104815
AU015336	ENSMUSG00000090203
Gm4524	ENSMUSG00000090257
Gm15058	ENSMUSG00000082773
Gm14884	ENSMUSG00000081529
Gm16541	ENSMUSG00000090117
Gm43337	ENSMUSG00000105993
Chid1	ENSMUSG00000025512
Gm11989	ENSMUSG00000083553
Gm6446	ENSMUSG00000080915
9330104G04Rik	ENSMUSG00000097842
Cyp4a30b	ENSMUSG00000084346
Gm13626	ENSMUSG00000081954
Shox2	ENSMUSG00000027833
R3hcc1l	ENSMUSG00000025184
Dact3	ENSMUSG00000078794
Gm7393	ENSMUSG00000092577
Ipo13	ENSMUSG00000033365
Gm12838	ENSMUSG00000080142
Tmem181a	ENSMUSG00000038141
Kctd17	ENSMUSG00000033287
Krba1	ENSMUSG00000042810
Trav12-2	ENSMUSG00000096656
Olfr433	ENSMUSG00000045381
Lrrc69	ENSMUSG00000023151
1110057P08Rik	ENSMUSG00000068067
Gm13966	ENSMUSG00000087545
Snrpert	ENSMUSG00000082044
Gm13964	ENSMUSG00000087106
Olfr432	ENSMUSG00000047048
H2-Pb	ENSMUSG00000092383
Gm11254	ENSMUSG00000081438
Pank2	ENSMUSG00000037514
Tbc1d2	ENSMUSG00000039813
Scgb1b4-ps	ENSMUSG00000100358
Rln3	ENSMUSG00000045232
Olfr431-ps1	ENSMUSG00000102603
Fmn1	ENSMUSG00000044042
Smarcal1	ENSMUSG00000039354
Capn7	ENSMUSG00000021893
Tlx1os	ENSMUSG00000092346
Krtap6-2	ENSMUSG00000062433
Gm11838	ENSMUSG00000083280
Tlx1	ENSMUSG00000025215
Gm11258	ENSMUSG00000083659
Olfr430	ENSMUSG00000050134
Scgb1b28-ps	ENSMUSG00000101658
Gm42641	ENSMUSG00000105383
Tns3	ENSMUSG00000020422
Gm14964	ENSMUSG00000052188
Krtap11-1	ENSMUSG00000091212
Gm15543	ENSMUSG00000086863
Gm26708	ENSMUSG00000097016
Slc25a13	ENSMUSG00000015112
Gm6028	ENSMUSG00000101875
Gm11253	ENSMUSG00000082533
Spopl	ENSMUSG00000026771
Gm29290	ENSMUSG00000100014
Olfr429	ENSMUSG00000049528
Gm17752	ENSMUSG00000099732
Gm11941	ENSMUSG00000083565
Gm29492	ENSMUSG00000099795
Gm4134	ENSMUSG00000092571
Gm29291	ENSMUSG00000101903
Gm11257	ENSMUSG00000084311
Gm2897	ENSMUSG00000079410
Gm8111	ENSMUSG00000084394
Grm3	ENSMUSG00000003974
Nrxn2	ENSMUSG00000033768
Car8	ENSMUSG00000041261
Ankrd6	ENSMUSG00000040183
Gm28286	ENSMUSG00000100502
Pfkp	ENSMUSG00000021196
Gm7029	ENSMUSG00000092174
Rfc2	ENSMUSG00000023104
Trex1	ENSMUSG00000049734
Gm14631	ENSMUSG00000083821
Amy2a1	ENSMUSG00000070360
Gm2904	ENSMUSG00000079101
H2-Oa	ENSMUSG00000024334
Gm42455	ENSMUSG00000106637
Olfr427	ENSMUSG00000059371
4732456N10Rik	ENSMUSG00000048699
A830008E24Rik	ENSMUSG00000100627
Gm17051	ENSMUSG00000091289
Gm37417	ENSMUSG00000103863
C030039L03Rik	ENSMUSG00000057093
Gm10340	ENSMUSG00000071613
Atrip	ENSMUSG00000025646
S100g	ENSMUSG00000040808
Zfp648	ENSMUSG00000066797
Psd4	ENSMUSG00000026979
Olfr231	ENSMUSG00000046486
Gm11799	ENSMUSG00000079993
Sdhaf4	ENSMUSG00000026154
1600019K03Rik	ENSMUSG00000099429
Scgb2b5-ps	ENSMUSG00000100754
Gm12912	ENSMUSG00000081067
4930532M18Rik	ENSMUSG00000100221
Scgb1b5-ps	ENSMUSG00000101065
Olfr424	ENSMUSG00000051528
Hnrnpf	ENSMUSG00000042079
Rhox4a2	ENSMUSG00000094945
Gm5979	ENSMUSG00000103304
BC051537	ENSMUSG00000098197
4930452N14Rik	ENSMUSG00000099933
Scgb2b28-ps	ENSMUSG00000099598
H2-Pa	ENSMUSG00000098241
Tprn	ENSMUSG00000048707
Gm26524	ENSMUSG00000102495
Zic3	ENSMUSG00000067860
Gm18727	ENSMUSG00000100031
Rhox3a	ENSMUSG00000071772
Slc25a45	ENSMUSG00000024818
Thtpa	ENSMUSG00000045691
Tmem261	ENSMUSG00000028398
9030624J02Rik	ENSMUSG00000030982
Hes5	ENSMUSG00000048001
Cryba1	ENSMUSG00000000724
Ggnbp2	ENSMUSG00000020530
Rhox2b	ENSMUSG00000079638
E2f1	ENSMUSG00000027490
Gm20687	ENSMUSG00000100162
Krt75	ENSMUSG00000022986
Gm13331	ENSMUSG00000081519
Gm20421	ENSMUSG00000092483
Zfhx2os	ENSMUSG00000093452
Rhox4d	ENSMUSG00000079633
Rae1	ENSMUSG00000027509
Gm14538	ENSMUSG00000081390
Gm38129	ENSMUSG00000104056
Ncln	ENSMUSG00000020238
Gm2497	ENSMUSG00000099366
Zfhx2	ENSMUSG00000040721
Cd79a	ENSMUSG00000003379
Gm29605	ENSMUSG00000101938
Cks2	ENSMUSG00000062248
Gm29604	ENSMUSG00000100663
Rpl23a-ps8	ENSMUSG00000100734
Nufip2	ENSMUSG00000037857
Gm14233	ENSMUSG00000086329
Gm28703	ENSMUSG00000099512
Lat2	ENSMUSG00000040751
Rhox4c	ENSMUSG00000079635
Gm37665	ENSMUSG00000103547
Zfp60	ENSMUSG00000037640
Gm20561	ENSMUSG00000102076
Rgn	ENSMUSG00000023070
Dnase1l3	ENSMUSG00000025279
Gm29408	ENSMUSG00000099406
Rhox4a	ENSMUSG00000079639
Gm11660	ENSMUSG00000083782
Tmc4-ps	ENSMUSG00000084380
Ap1g2	ENSMUSG00000040701
Clec4d	ENSMUSG00000030144
Gm12963	ENSMUSG00000085517
Gm5620	ENSMUSG00000056904
Gm43728	ENSMUSG00000104867
Rhox4e	ENSMUSG00000071770
Gm43623	ENSMUSG00000106054
Smc2	ENSMUSG00000028312
Gm36960	ENSMUSG00000103938
Gm43112	ENSMUSG00000106212
Gm43577	ENSMUSG00000105287
Scgb2b6	ENSMUSG00000102002
Gm43111	ENSMUSG00000106472
Gm29602	ENSMUSG00000100568
Gm43727	ENSMUSG00000106202
Gm9408	ENSMUSG00000105869
Gm34240	ENSMUSG00000104336
Nwd1	ENSMUSG00000048148
Gm10484	ENSMUSG00000105864
Gm11255	ENSMUSG00000083224
Gm37812	ENSMUSG00000102814
Gm36946	ENSMUSG00000102164
Gm43402	ENSMUSG00000106363
Gm43113	ENSMUSG00000105062
4933440N22Rik	ENSMUSG00000042087
Rhox2c	ENSMUSG00000079637
Gm34302	ENSMUSG00000103476
Gm37457	ENSMUSG00000104286
Gm37341	ENSMUSG00000103410
1700030L20Rik	ENSMUSG00000099508
Gm6717	ENSMUSG00000101220
Gm37279	ENSMUSG00000102883
Fxyd5	ENSMUSG00000009687
Cdk14	ENSMUSG00000028926
Gm37040	ENSMUSG00000102568
Rpl12-ps1	ENSMUSG00000080054
Trav12-3	ENSMUSG00000095958
Gm28652	ENSMUSG00000101608
Cd3eap	ENSMUSG00000047649
A730094K22Rik	ENSMUSG00000102406
Gm12274	ENSMUSG00000083212
Sdr42e1	ENSMUSG00000034308
Klrk1	ENSMUSG00000030149
Specc1	ENSMUSG00000042331
Myh1	ENSMUSG00000056328
Rhox3a2	ENSMUSG00000095601
Ercc1	ENSMUSG00000003549
Pcdh9	ENSMUSG00000055421
1600012H06Rik	ENSMUSG00000050088
Slco2a1	ENSMUSG00000032548
Rhox2a	ENSMUSG00000051827
Olfr258-ps1	ENSMUSG00000102371
Kifc1	ENSMUSG00000079553
Olfr421-ps1	ENSMUSG00000091950
Slc26a9	ENSMUSG00000042268
Cacna1e	ENSMUSG00000004110
Ctbs	ENSMUSG00000028189
Gm43143	ENSMUSG00000106241
Phf10	ENSMUSG00000023883
Olfr420	ENSMUSG00000055033
Rhox3e	ENSMUSG00000059626
Gm14552	ENSMUSG00000087491
Tenm1	ENSMUSG00000016150
Gm15600	ENSMUSG00000085969
9430002A10Rik	ENSMUSG00000062704
Pank4	ENSMUSG00000029056
Npsr1	ENSMUSG00000043659
Rhox3c	ENSMUSG00000079636
Xrcc2	ENSMUSG00000028933
Gm13967	ENSMUSG00000084391
Gm13965	ENSMUSG00000085508
4930533B01Rik	ENSMUSG00000084798
Rhox2d	ENSMUSG00000095698
Gm14453	ENSMUSG00000087442
Spata1	ENSMUSG00000028188
Gm13963	ENSMUSG00000085448
BC049762	ENSMUSG00000045942
Rbm38	ENSMUSG00000027510
Col4a5	ENSMUSG00000031274
Gm19086	ENSMUSG00000100020
Gm13140	ENSMUSG00000083027
Rhox3d-ps	ENSMUSG00000082297
Gm18406	ENSMUSG00000101054
Gm13149	ENSMUSG00000081260
Rhox2e	ENSMUSG00000096788
Gm8204	ENSMUSG00000099884
Rps19-ps9	ENSMUSG00000068689
Clk4	ENSMUSG00000020385
Gm28190	ENSMUSG00000100304
Slc22a12	ENSMUSG00000061742
Klrd1	ENSMUSG00000030165
Gm28189	ENSMUSG00000101453
Gm13150	ENSMUSG00000086147
Podnl1	ENSMUSG00000012889
Msx2	ENSMUSG00000021469
2900005J15Rik	ENSMUSG00000043833
Mrgprf	ENSMUSG00000031070
Rhox4b	ENSMUSG00000071771
Arhgap29	ENSMUSG00000039831
Gm35212	ENSMUSG00000105348
Gm17946	ENSMUSG00000102105
Gm8369	ENSMUSG00000058470
Gm12300	ENSMUSG00000085348
Rhox3b-ps	ENSMUSG00000084056
Gm18181	ENSMUSG00000099943
Gm14967	ENSMUSG00000085694
Gm20490	ENSMUSG00000092596
4632411P08Rik	ENSMUSG00000097561
Gm43736	ENSMUSG00000104981
Mrgprd	ENSMUSG00000051207
Gm14477	ENSMUSG00000096097
Gm5641	ENSMUSG00000069014
Diaph1	ENSMUSG00000024456
Gm14476	ENSMUSG00000094904
Otud6b	ENSMUSG00000040550
9330185C12Rik	ENSMUSG00000097648
B020017C02Rik	ENSMUSG00000104831
Glyat	ENSMUSG00000063683
Gm19088	ENSMUSG00000105763
Gm14649	ENSMUSG00000081837
Gm4854	ENSMUSG00000101687
Gm7391	ENSMUSG00000095494
Gm37164	ENSMUSG00000104514
Bsph1	ENSMUSG00000074378
Clec4e	ENSMUSG00000030142
Gm5867	ENSMUSG00000043484
Pxmp4	ENSMUSG00000000876
Gm14578	ENSMUSG00000083098
Gm36990	ENSMUSG00000102825
Gm43333	ENSMUSG00000105261
Gm37386	ENSMUSG00000103127
A430034D21Rik	ENSMUSG00000103594
Sh2d1a	ENSMUSG00000005696
Gm12015	ENSMUSG00000082797
Rab6b	ENSMUSG00000032549
Gm17660	ENSMUSG00000091034
Gm37552	ENSMUSG00000102941
Gm12016	ENSMUSG00000082411
Gm11810	ENSMUSG00000082151
Gm37034	ENSMUSG00000104389
Gm13328	ENSMUSG00000081128
Gm13335	ENSMUSG00000085477
Gm15057	ENSMUSG00000083375
Gm2474	ENSMUSG00000103856
Gm14484	ENSMUSG00000095413
Folr1	ENSMUSG00000001827
Gm26952	ENSMUSG00000097953
Gm13361	ENSMUSG00000083777
Chic1	ENSMUSG00000031327
Gm17171	ENSMUSG00000091457
Gm38400	ENSMUSG00000096025
H2afv	ENSMUSG00000041126
Gm14479	ENSMUSG00000095655
Gm19261	ENSMUSG00000100529
Gm14482	ENSMUSG00000095662
Gm37166	ENSMUSG00000102461
Spta1	ENSMUSG00000026532
Ms4a6b	ENSMUSG00000024677
Gm17916	ENSMUSG00000100515
Btn2a2	ENSMUSG00000053216
Phyh	ENSMUSG00000026664
Sema5b	ENSMUSG00000052133
Gm43142	ENSMUSG00000104549
Sdsl	ENSMUSG00000029596
H1fx	ENSMUSG00000044927
Gm43330	ENSMUSG00000106341
Gm21661	ENSMUSG00000104480
Gm43329	ENSMUSG00000105842
Micu1	ENSMUSG00000020111
Gm43328	ENSMUSG00000105677
Gm5577	ENSMUSG00000084950
Gm43331	ENSMUSG00000104910
Gm14587	ENSMUSG00000081300
Etl4	ENSMUSG00000036617
Mfsd6l	ENSMUSG00000048329
Rap1a	ENSMUSG00000068798
Gm16578	ENSMUSG00000090016
Kcnv2	ENSMUSG00000047298
Hrh2	ENSMUSG00000034987
Tmem243	ENSMUSG00000079659
Rab7	ENSMUSG00000079477
Yipf7	ENSMUSG00000029158
Cntnap5a	ENSMUSG00000070695
Cyb561d1	ENSMUSG00000048796
Gm19114	ENSMUSG00000102891
Gm15034	ENSMUSG00000081320
Gm26781	ENSMUSG00000097433
Etaa1	ENSMUSG00000016984
Gm37477	ENSMUSG00000102803
Zic1	ENSMUSG00000032368
Rpl12-ps2	ENSMUSG00000083792
Camsap2	ENSMUSG00000041570
Enox2	ENSMUSG00000031109
Gm42832	ENSMUSG00000106661
Gm37952	ENSMUSG00000104062
F2rl2	ENSMUSG00000021675
Gm6586	ENSMUSG00000091487
Ccdc42os	ENSMUSG00000085937
1700083H02Rik	ENSMUSG00000100668
Gm21907	ENSMUSG00000103231
Clhc1	ENSMUSG00000020461
Gm37627	ENSMUSG00000102318
Zkscan8	ENSMUSG00000063894
Klf16	ENSMUSG00000035397
Zic4	ENSMUSG00000036972
Olfr1255	ENSMUSG00000045148
Acaa1b	ENSMUSG00000010651
Gm20925	ENSMUSG00000103074
Rps11-ps2	ENSMUSG00000081929
Gm6447	ENSMUSG00000083908
C130021I20Rik	ENSMUSG00000052951
Gm10486	ENSMUSG00000073247
Gm5406	ENSMUSG00000080715
Zfp78	ENSMUSG00000055150
Gm16011	ENSMUSG00000081303
Rnf157	ENSMUSG00000052949
Secisbp2	ENSMUSG00000035139
Gm609	ENSMUSG00000053182
Stbd1	ENSMUSG00000047963
Ctnnal1	ENSMUSG00000038816
Gm7985	ENSMUSG00000098224
Zbtb17	ENSMUSG00000006215
Gm15062	ENSMUSG00000080755
Rps27a	ENSMUSG00000020460
Zfp420	ENSMUSG00000058402
Gm10435	ENSMUSG00000072902
Cldnd2	ENSMUSG00000038973
Olfr1366	ENSMUSG00000048996
Dlec1	ENSMUSG00000038060
Gm37652	ENSMUSG00000103738
Gm26992	ENSMUSG00000098078
Igf2bp1	ENSMUSG00000013415
Tsx	ENSMUSG00000031329
Gm6903	ENSMUSG00000089630
Gpr82	ENSMUSG00000047678
Ctcflos	ENSMUSG00000087382
Gm5963	ENSMUSG00000052192
Mecom	ENSMUSG00000027684
Obscn	ENSMUSG00000061462
Gm11961	ENSMUSG00000056288
Gm14647	ENSMUSG00000084044
Capn9	ENSMUSG00000031981
Itpka	ENSMUSG00000027296
Zcchc10	ENSMUSG00000018239
Gm5715	ENSMUSG00000105173
Gpr34	ENSMUSG00000040229
Tlr6	ENSMUSG00000051498
Gpr25	ENSMUSG00000052759
Met	ENSMUSG00000009376
Gm12090	ENSMUSG00000081575
Srprb	ENSMUSG00000032553
Xist	ENSMUSG00000086503
Ctcfl	ENSMUSG00000070495
Gm37940	ENSMUSG00000103899
Gm17234	ENSMUSG00000091283
Gm37321	ENSMUSG00000104325
Gm1840	ENSMUSG00000043192
Gm27151	ENSMUSG00000098739
Gm11188	ENSMUSG00000082263
Gm37978	ENSMUSG00000103132
Lrrc4	ENSMUSG00000049939
Tsix	ENSMUSG00000085715
Gabbr2	ENSMUSG00000039809
Gm17221	ENSMUSG00000090684
Galntl5	ENSMUSG00000028938
Gm13068	ENSMUSG00000085403
Zmynd11	ENSMUSG00000021156
Spats2l	ENSMUSG00000038305
Snd1	ENSMUSG00000001424
Cask	ENSMUSG00000031012
Slc28a3	ENSMUSG00000021553
Slc25a33	ENSMUSG00000028982
Olfr1442	ENSMUSG00000044441
Ccdc42	ENSMUSG00000045915
Gm4904	ENSMUSG00000096217
Col26a1	ENSMUSG00000004415
Gm5795	ENSMUSG00000079409
Trf	ENSMUSG00000032554
Rft1	ENSMUSG00000052395
Gm29202	ENSMUSG00000099928
BC023829	ENSMUSG00000073139
Gm37179	ENSMUSG00000103376
Thoc5	ENSMUSG00000034274
Gm20455	ENSMUSG00000092255
D830030K20Rik	ENSMUSG00000096039
Zfp74	ENSMUSG00000059975
Gm17222	ENSMUSG00000095512
Gm20926	ENSMUSG00000102965
L3hypdh	ENSMUSG00000019718
Gm17188	ENSMUSG00000091849
Gm13529	ENSMUSG00000081244
Arrdc1	ENSMUSG00000026972
Pck1	ENSMUSG00000027513
